lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,usage_kwh
0.07,5.4,0.02,100.0,97.01,64800,699.0,34.38
0.0,5.4,0.0,100.0,18.92,79200,524.0,3.35
3.35,5.4,0.01,96.78,66.06,44100,477.0,12.89
0.0,4.86,0.0,100.0,47.03,65700,398.0,2.59
10.37,0.0,0.02,98.2,100.0,61200,477.0,53.96
0.0,5.4,0.0,100.0,25.62,76500,11.0,5.62
48.67,0.0,0.05,91.8,100.0,38700,557.0,112.64
0.0,5.0,0.0,100.0,54.85,42300,833.0,3.28
4.07,0.0,0.0,56.82,100.0,13500,14.0,2.81
0.0,5.4,0.0,100.0,22.64,68400,154.0,2.92
38.56,0.0,0.03,88.41,100.0,57600,43.0,72.97
40.68,0.47,0.03,84.58,100.0,63000,268.0,64.48
51.62,0.0,0.05,91.4,100.0,58500,275.0,116.28
0.18,4.43,0.01,100.0,99.02,36000,785.0,31.43
0.0,5.4,0.01,100.0,94.41,33300,740.0,24.44
0.11,5.4,0.0,99.98,64.75,41400,942.0,5.26
6.73,0.0,0.0,100.0,100.0,82800,981.0,4.0
4.36,0.0,0.0,54.17,100.0,10800,173.0,2.81
8.71,0.54,0.03,99.26,100.0,56700,96.0,71.17
33.12,0.0,0.04,96.37,100.0,67500,748.0,92.84
5.36,0.0,0.0,53.79,100.0,5400,467.0,3.42
0.83,4.43,0.02,99.98,99.45,36900,605.0,42.12
19.69,0.0,0.02,90.19,100.0,72000,368.0,41.11
5.0,0.0,0.0,52.69,100.0,27900,24.0,3.1
54.18,0.0,0.03,79.63,100.0,30600,970.0,71.32
37.01,0.0,0.03,88.96,100.0,5400,250.0,72.07
3.02,0.0,0.0,83.43,100.0,85500,273.0,4.57
4.03,0.0,0.0,61.83,100.0,7200,3.0,3.17
54.885,0.0,0.04,79.04,100.0,31500,432.0,89.89
30.74,0.0,0.03,90.21,100.0,35100,908.0,64.26
2.77,0.0,0.0,54.49,100.0,25200,988.0,2.95
9.65,0.0,0.02,97.75,100.0,73800,244.0,44.75
0.18,5.4,0.01,100.0,97.1,36900,915.0,23.54
4.9,0.0,0.0,62.27,100.0,11700,533.0,3.35
0.0,5.4,0.0,100.0,13.66,78300,490.0,3.64
0.0,5.4,0.0,100.0,15.44,35100,119.0,2.74
4.5,0.0,0.0012783491616745,52.42,100.0,23400,952.0,2.77
5.72,0.0,0.0,45.84,100.0,18900,933.0,2.95
24.98,0.0,0.02,90.49,100.0,62100,427.0,53.1
54.885,0.0,0.05,88.01,100.0,41400,371.0,108.11
4.03,0.83,0.02,99.41,99.97,32400,151.0,37.04
4.32,0.0,0.0,58.3,100.0,17100,276.0,3.1
42.26,0.0,0.02,67.33,100.0,30600,320.0,38.48
4.97,0.0,0.0,47.19,100.0,8100,981.0,2.66
4.28,0.0,0.0,59.52,100.0,6300,560.0,3.17
0.0,5.4,0.0013475738455197,100.0,17.32,63000,994.0,2.92
3.35,0.04,0.02,99.57,100.0,68400,492.0,35.96
5.0,0.0,0.0,58.43,100.0,15300,333.0,3.6
0.0,5.4,0.05,100.0,17.73,48600,316.0,2.99
4.97,0.0,0.0,53.78,100.0,15300,111.0,3.17
0.0,5.4,0.0,100.0,19.35,70200,778.0,4.14
8.17,0.0,0.0,46.4,100.0,8100,426.0,4.28
37.62,0.0,0.03,86.41,100.0,70200,474.0,64.58
39.24,0.0,0.05,94.07,100.0,54000,225.0,108.83
33.55,0.0,0.03,86.09,100.0,50400,45.0,56.77
3.78,0.47,0.0,79.59,99.56,80100,294.0,4.97
4.43,0.0,0.0,77.08,100.0,27900,731.0,5.36
34.92,0.0,0.05,94.64,100.0,71100,532.0,102.35
40.64,0.0,0.03,86.91,100.0,40500,771.0,71.42
36.22,0.0,0.03,87.67,100.0,35100,399.0,66.02
0.0,5.4,0.0,100.0,24.82,67500,709.0,5.83
4.75,0.0,0.0,47.87,100.0,26100,625.0,2.59
40.79,0.0,0.04,91.55,100.0,70200,610.0,92.84
21.13,0.0,0.03,94.94,100.0,67500,246.0,63.9
0.0,5.4,0.0,100.0,18.55,74700,832.0,3.1
41.83,0.0,0.05,92.83,100.0,54900,635.0,104.47
27.32,0.0,0.03,90.65,100.0,54000,739.0,58.64
4.28,0.0,0.0,53.92,100.0,31500,489.0,2.74
0.0,5.4,0.0,100.0,20.91,51300,903.0,3.78
22.32,0.0,0.02,89.64,100.0,66600,103.0,45.14
4.36,0.07,0.0,58.81,99.98,31500,410.0,3.17
5.47,0.0,0.0,72.75,100.0,12600,349.0,5.8
10.01,0.04,0.02,96.91,100.0,67500,893.0,39.31
5.04,0.0,0.0,75.65,100.0,18000,902.0,5.83
5.62,0.0,0.0,48.3,100.0,17100,931.0,3.1
41.15,0.0,0.05,94.0,100.0,39600,65.0,113.36
47.09,0.0,0.05,90.18,100.0,41400,12.0,98.24
4.61,0.0,0.0,61.97,100.0,900,45.0,3.42
5.83,0.0,0.0,46.95,100.0,14400,326.0,3.1
29.63,0.0,0.03,89.21,100.0,74700,221.0,58.5
54.885,0.0,0.05,62.985,100.0,30600,186.0,104.08
0.0,5.4,0.0,100.0,19.82,72900,782.0,3.74
0.0,5.4,0.0,100.0,20.51,77400,920.0,5.29
4.07,0.0,0.0,62.28,100.0,23400,536.0,3.24
14.47,0.0,0.02,93.52,100.0,69300,717.0,38.2
2.92,0.0,0.0,72.79,100.0,82800,343.0,3.1
3.53,0.0,0.0,58.71,100.0,27000,730.0,2.56
2.16,0.11,0.0,62.285,99.94,900,617.0,3.06
3.46,0.0,0.0,70.71,100.0,26100,757.0,3.46
4.68,0.0,0.0,48.99,100.0,11700,680.0,2.63
3.74,0.0,0.0,65.94,100.0,27000,628.0,3.35
53.46,0.0,0.02,68.88,100.0,30600,13.0,50.8
28.87,0.0,0.04,94.76,100.0,55800,843.0,85.68
4.21,0.0,0.0,64.47,100.0,13500,851.0,2.63
4.25,0.0,0.0,60.63,100.0,12600,782.0,3.24
28.33,0.0,0.03,90.83,100.0,62100,254.0,61.52
5.04,0.0,0.0,58.12,100.0,17100,195.0,3.6
47.95,0.0,0.05,90.89,100.0,34200,774.0,104.54
3.92,0.58,0.02,99.52,99.99,72900,58.0,39.82
0.5,2.81,0.02,99.99,100.0,72000,584.0,38.12
11.23,2.2,0.01,93.47,99.72,65700,762.0,29.52
3.24,0.18,0.0,77.94,99.9,23400,242.0,4.03
5.9,0.0,0.0,63.03,100.0,9900,360.0,4.79
2.92,0.18,0.0,78.25,99.88,6300,351.0,3.67
0.0,5.4,0.0,100.0,31.74,46800,718.0,125.19
0.0,5.4,0.0,100.0,32.33,50400,448.0,7.27
2.2,0.11,0.0,83.28,99.94,1800,536.0,3.31
4.46,0.0,0.0,53.71,100.0,1800,381.0,2.84
3.82,0.0,0.0,57.14,100.0,15300,474.0,2.66
4.68,0.0,0.0,50.93,100.0,25200,381.0,2.77
4.32,0.0,0.0,73.77,100.0,12600,796.0,4.72
5.08,0.0,0.0,49.32,100.0,85500,924.0,2.88
33.73,0.0,0.02,73.11,100.0,30600,303.0,36.14
17.42,0.0,0.03,95.44,100.0,48600,429.0,55.69
0.5,1.12,0.02,99.99,99.96,73800,351.0,41.08
0.0,4.68,0.0,100.0,54.72,82800,375.0,3.06
0.0,5.4,0.0,100.0,16.64,62100,840.0,3.42
0.0,5.4,0.0,100.0,22.65,79200,934.0,4.07
0.0,5.4,0.0,100.0,23.97,50400,5.0,3.35
0.0,5.4,0.0020259757472026,100.0,18.39,57600,413.0,4.39
2.38,0.04,0.0,78.94,99.99,25200,354.0,3.06
5.58,0.0,0.0,64.26,100.0,1800,206.0,4.68
23.72,0.0,0.0413502111501943,96.67,100.0,61200,750.0,89.6
43.7,0.0,0.04,87.69,100.0,5400,539.0,79.74
4.9,0.0,0.0,45.73,100.0,30600,390.0,2.52
27.97,0.0,0.03,89.53,100.0,59400,259.0,56.2
51.59,0.0,0.05,90.76,100.0,72000,893.0,111.53
3.67,0.0,0.0,58.69,100.0,9000,619.0,2.66
3.35,0.0,0.0,73.21,100.0,2700,496.0,3.6
6.19,0.18,0.0,46.37,99.85,80100,98.0,3.24
5.11,0.0,0.0,52.23,100.0,9000,770.0,3.13
5.04,0.0,0.0,48.17,100.0,17100,951.0,2.77
4.39,0.0,0.0,58.9,100.0,17100,428.0,3.42
1.19,5.4,0.0,95.29,34.57,80100,930.0,3.74
30.28,0.04,0.03,88.74,100.0,43200,87.0,58.28
42.73,0.0,0.04,88.55,100.0,54000,648.0,81.43
0.0,5.4,0.0,100.0,25.73,51300,397.0,3.02
4.14,0.0,0.0,59.94,100.0,5400,619.0,3.1
4.46,0.0,0.0,51.79,100.0,28800,354.0,2.7
46.66,0.0,0.05,91.3,100.0,36000,489.0,104.44
25.63,0.0,0.03,90.74,100.0,52200,740.0,55.33
0.0,5.4,0.0,100.0,20.08,76500,456.0,4.39
4.68,0.0,0.0,59.45,100.0,81900,674.0,3.46
33.26,0.0,0.03,89.75,100.0,63000,642.0,67.68
3.46,0.0,0.0,63.45,100.0,14400,120.0,2.84
43.45,0.0,0.04,89.43,100.0,62100,592.0,86.83
0.0,4.57,0.0,100.0,55.13,5400,849.0,3.02
1.22,0.72,0.02,99.94,99.98,45000,313.0,34.38
50.94,0.0,0.05,93.38,100.0,34200,436.0,125.19
5.44,0.0,0.0,44.46,100.0,26100,632.0,2.7
0.0,5.4,0.0,100.0,24.67,75600,271.0,2.95
49.32,0.0,0.05,89.83,100.0,58500,860.0,100.84
7.02,0.0,0.0,54.89,100.0,82800,27.0,4.61
27.65,0.0,0.03,89.33,100.0,55800,109.0,54.94
6.34,0.0,0.0,51.21,100.0,28800,923.0,3.78
4.28,0.0,0.0,55.29,100.0,14400,395.0,2.84
4.28,0.0,0.0,57.65,100.0,19800,768.0,3.02
4.68,0.0,0.0,47.41,100.0,14400,492.0,2.52
32.58,0.0,0.05,95.39,100.0,39600,847.0,103.54
28.04,0.0,0.03,89.86,100.0,48600,897.0,57.42
4.03,0.0,0.0,61.34,100.0,25200,160.0,3.13
0.0,5.4,0.0,100.0,14.07,76500,849.0,3.71
0.0,5.4,0.0,100.0,19.15,79200,150.0,3.89
33.34,0.0,0.03,90.83,100.0,35100,561.0,72.4
4.9,0.0,0.0,49.21,100.0,14400,130.0,2.77
6.16,0.0,0.0,51.9,100.0,11700,998.0,3.74
30.38,0.0,0.03,88.61,100.0,57600,896.0,58.07
2.63,0.04,0.02,99.78,100.0,55800,543.0,39.24
3.35,0.04,0.0,81.55,100.0,11700,393.0,4.72
4.36,0.0,0.0,60.93,100.0,5400,164.0,3.35
4.14,0.0,0.0,94.785,100.0,82800,714.0,3.56
6.3,0.0,0.0,42.05,100.0,81000,539.0,2.92
0.0,5.4,0.0,100.0,30.5,50400,192.0,5.8
33.84,0.0,0.03,88.98,100.0,53100,887.0,65.99
37.73,0.0,0.03,88.09,100.0,33300,465.0,70.24
35.6,0.0,0.03,90.04,100.0,60300,729.0,73.66
0.0,5.4,0.0,100.0,16.88,57600,0.0,3.6
1.66,4.18,0.01,99.78,98.6,64800,601.0,24.73
49.5,0.0,0.05,92.12,100.0,34200,163.0,117.18
4.68,0.0,0.0,78.35,100.0,15300,446.0,5.9
5.69,0.0,0.0,43.77,100.0,21600,568.0,2.77
5.22,0.0,0.0,47.79,100.0,13500,642.0,2.84
54.885,0.0,0.05,86.57,100.0,37800,609.0,99.18
5.15,0.0,0.0,77.42,100.0,9900,937.0,6.3
0.0,5.4,0.0,100.0,29.67,56700,291.0,6.62
0.0,5.4,0.0,100.0,20.86,45900,509.0,5.29
0.0,5.4,0.0,100.0,16.71,76500,398.0,2.88
38.3,0.0,0.03,84.75,100.0,55800,995.0,61.16
0.0,5.4,0.0,95.08,20.05,79200,739.0,5.29
4.43,0.0,0.0,53.56,100.0,21600,31.0,2.81
1.26,5.4,0.0,95.2,25.56,80100,465.0,3.92
36.65,0.0,0.03,84.73,100.0,69300,401.0,58.46
5.22,0.0,0.0,51.06,100.0,82800,185.0,3.1
5.54,0.0,0.0,46.63,100.0,18000,609.0,2.92
44.64,0.0,0.04,87.52,100.0,42300,524.0,80.78
54.885,0.0,0.05,88.98,100.0,32400,889.0,110.56
33.12,0.0,0.03,87.51,100.0,57600,358.0,59.9
7.02,0.0,0.02,98.36,100.0,72000,293.0,38.3
5.58,0.0,0.0,47.6,100.0,27000,634.0,3.02
4.61,0.0,0.0,49.98,100.0,16200,475.0,2.66
23.54,0.0,0.03,92.16,100.0,37800,340.0,55.91
0.0,5.4,0.0026582278596553,100.0,21.98,46800,305.0,5.76
5.54,0.0,0.0,50.95,100.0,19800,817.0,3.28
23.98,3.2,0.03,93.49,99.87,47700,855.0,63.18
4.68,0.0,0.0,52.41,100.0,22500,134.0,2.88
5.51,0.0,0.0,61.08,100.0,18900,780.0,4.25
3.85,0.0,0.0,65.19,100.0,13500,13.0,3.31
28.22,0.0,0.02,84.11,100.0,54000,999.0,43.88
7.49,0.0,0.0,49.96,100.0,18900,493.0,4.32
0.0,5.4,0.0,100.0,43.38,66600,259.0,5.18
4.93,0.0,0.0,47.48,100.0,84600,895.0,2.66
6.77,0.0,0.0,46.54,100.0,18900,608.0,3.56
18.83,0.07,0.0,83.89,100.0,29700,585.0,29.02
4.72,0.0,0.0,53.0,100.0,15300,965.0,2.95
1.12,1.69,0.02,99.95,99.89,72900,933.0,35.96
25.63,0.18,0.02,89.54,100.0,64800,166.0,51.55
15.01,0.0,0.01,83.19,100.0,16200,168.0,22.5
5.58,0.0,0.0,48.56,100.0,27900,489.0,3.1
0.0,5.4,0.0,100.0,20.89,61200,991.0,3.49
5.18,0.0,0.0,47.16,100.0,1800,539.0,2.77
0.0,5.4,0.0,100.0,17.07,33300,849.0,2.95
3.64,0.04,0.0,75.65,100.0,10800,408.0,4.21
40.28,0.0,0.02,77.18,100.0,66600,87.0,48.89
0.0,5.4,0.0,100.0,20.36,73800,755.0,4.5
49.43,0.0,0.05,89.5,100.0,43200,904.0,99.18
0.0,5.4,0.0,100.0,38.35,45900,764.0,7.13
4.14,0.0,0.0,74.4,100.0,84600,652.0,4.61
5.26,0.0,0.0,49.42,100.0,8100,479.0,2.99
10.065,5.4,0.0,100.0,23.62,79200,403.0,4.14
47.27,0.0,0.03,82.8,100.0,59400,120.0,69.8
6.91,0.0,0.0,45.49,100.0,18000,5.0,3.53
4.39,0.0,0.0,51.82,100.0,4500,26.0,2.66
5.98,0.0,0.0,43.88,100.0,16200,226.0,2.92
0.0,5.4,0.0,100.0,22.18,53100,752.0,2.63
0.0,5.4,0.0,100.0,18.56,75600,521.0,3.17
4.68,0.22,0.02,99.09,100.0,57600,345.0,34.49
5.15,0.0,0.0,60.57,100.0,10800,292.0,3.92
5.18,0.0,0.0,54.65,100.0,11700,487.0,3.38
2.92,0.0,0.0,81.98,100.0,23400,712.0,4.18
29.23,0.0,0.02,79.33,100.0,1800,18.0,125.19
4.82,0.0,0.0,58.65,100.0,2700,265.0,3.49
2.34,0.86,0.01,99.74,99.96,63900,658.0,32.22
17.82,0.0,0.02,93.39,100.0,49500,976.0,46.55
13.57,0.07,0.02,96.59,100.0,74700,841.0,50.62
2.56,0.0,0.0,79.72,100.0,2700,743.0,3.38
29.99,0.0,0.03,90.32,100.0,40500,646.0,63.11
26.06,0.0,0.02,87.76,100.0,54000,442.0,47.7
0.0,5.4,0.0,100.0,18.73,45900,788.0,4.86
5.0,0.0,0.0,50.81,100.0,2700,345.0,2.95
9.18,0.4,0.02,97.63,100.0,63900,950.0,41.44
5.11,0.0,0.0,51.87,100.0,6300,698.0,3.1
21.1,0.0,0.02,92.59,100.0,48600,349.0,51.73
54.885,0.0,0.05,88.22,100.0,32400,650.0,125.19
5.54,0.0,0.0,52.08,100.0,23400,282.0,3.38
37.04,0.0,0.03,90.87,100.0,41400,31.0,59.0
45.65,0.0,0.03,79.68,100.0,72000,913.0,60.19
3.49,0.0,0.0,78.55,100.0,19800,358.0,4.43
2.99,0.0,0.0,74.61,100.0,22500,272.0,3.35
25.2,1.44,0.03,91.63,99.97,65700,380.0,57.64
0.0,5.4,0.0,100.0,29.52,45000,325.0,5.54
25.67,0.0,0.03,91.56,100.0,57600,12.0,58.46
0.0,5.4,0.0,100.0,25.24,72000,809.0,5.54
3.31,0.0,0.0,69.95,100.0,20700,414.0,3.24
0.0,5.4,0.0,100.0,17.19,58500,292.0,2.99
54.885,0.0,0.0,61.34,100.0,5400,776.0,3.13
3.38,0.0,0.0,73.92,100.0,25200,40.0,3.71
35.89,0.0,0.03,87.56,100.0,34200,248.0,65.05
48.74,0.0,0.05,91.94,100.0,71100,521.0,113.9
3.78,0.0,0.0,64.26,100.0,4500,680.0,3.17
4.43,0.0,0.0,56.83,100.0,24300,88.0,3.06
5.29,0.0,0.0,46.39,100.0,5400,292.0,2.77
23.62,0.0,0.03,92.01,100.0,49500,246.0,55.48
4.18,5.4,0.0,100.0,26.86,71100,389.0,2.95
14.295,0.0,0.03,82.86,100.0,66600,234.0,58.82
0.0,4.75,0.0,100.0,50.92,41400,440.0,2.81
5.26,0.0,0.0,64.47,100.0,1800,41.0,2.95
5.18,0.0,0.0,70.23,100.0,9900,861.0,5.11
0.0,5.4,0.0,100.0,36.7,66600,953.0,3.89
2.3,0.11,0.0,82.67,99.95,19800,198.0,3.38
0.04,5.4,0.0,100.0,27.53,79200,686.0,4.0
19.4,0.0,0.02,93.09,100.0,36900,854.0,49.46
47.23,0.0,0.04,85.61,100.0,54900,664.0,78.23
0.0,5.4,0.0,100.0,22.71,45000,893.0,4.14
8.71,0.5,0.03,99.19,100.0,74700,893.0,68.18
0.0,5.4,0.0,100.0,24.21,45000,345.0,2.84
4.61,0.0,0.0,47.97,100.0,8100,681.0,2.52
0.0,5.4,0.0,100.0,24.35,62100,387.0,3.56
0.0,5.4,0.0,100.0,100.0,72900,278.0,3.17
0.0,5.4,0.0,100.0,24.2,67500,841.0,5.54
40.1,0.0,0.03,82.27,100.0,57600,379.0,58.03
2.77,5.4,0.0,100.0,24.98,75600,170.0,2.99
0.0,5.4,0.0,100.0,18.06,61200,532.0,3.1
0.0,5.4,0.0,100.0,25.57,46800,33.0,4.82
3.06,0.0,0.0,71.17,100.0,27000,344.0,3.1
6.62,5.4,0.0,45.47,100.0,3600,861.0,3.38
22.39,0.0,0.02,87.61,100.0,68400,265.0,40.68
0.0,5.4,0.0,100.0,19.81,72900,933.0,3.02
2.92,0.0,0.0,73.55,100.0,6300,807.0,3.17
33.62,0.0,0.02,94.01,100.0,65700,590.0,49.25
12.46,0.0,0.02,93.77,100.0,67500,8.0,33.62
5.51,0.0,0.0,57.67,100.0,900,79.0,3.89
4.0,0.0,0.0,61.26,100.0,14400,376.0,125.19
4.64,0.0,0.0,51.8,100.0,0,967.0,2.81
0.0,5.4,0.0,100.0,29.85,45900,460.0,3.49
11.92,0.0,0.02,97.11,100.0,50400,738.0,48.49
54.885,0.0,0.03,75.64,100.0,42300,278.0,70.09
4.64,0.0,0.0,62.45,100.0,28800,250.0,3.71
14.0,5.4,0.0,100.0,15.52,78300,177.0,4.14
0.0,5.4,0.0,100.0,27.48,45000,156.0,7.42
0.0,5.4,0.0,100.0,21.21,45000,807.0,5.18
0.0,5.4,0.0,100.0,31.6,66600,638.0,3.56
4.0,0.0,0.0,65.42,100.0,900,583.0,3.46
4.07,0.0,0.0,68.44,100.0,81000,388.0,3.82
38.3,0.0,0.03,86.31,100.0,39600,579.0,65.45
0.58,2.59,0.02,99.99,99.77,78300,955.0,38.41
42.66,0.0,0.03,80.15,100.0,68400,397.0,57.17
0.0,5.4,0.0,100.0,22.16,70200,40.0,4.14
5.87,0.0,0.0,55.24,100.0,15300,827.0,3.89
29.88,0.0,0.04,90.89,100.0,54000,556.0,83.95
22.03,0.0,0.04,96.96,100.0,33300,368.0,87.23
50.76,0.0,0.05,92.44,100.0,48600,81.0,122.98
3.24,0.0,0.0,66.95,100.0,24300,514.0,2.92
0.0,5.4,0.0,100.0,19.54,54900,91.0,3.17
54.885,0.0,0.03,74.75,100.0,30600,122.0,63.11
0.0,5.4,0.0,100.0,19.31,59400,819.0,3.38
4.21,0.0,0.0,55.52,100.0,25200,657.0,2.81
6.16,0.0,0.0,42.35,100.0,26100,47.0,2.88
7.27,0.0,0.0,94.785,100.0,82800,863.0,3.6
0.0,5.4,0.0,100.0,24.71,79200,450.0,2.81
4.57,0.0,0.0,57.84,100.0,17100,336.0,3.24
14.62,0.0,0.02,94.77,100.0,52200,11.0,58.97
19.91,0.0,0.03,95.58,100.0,38700,24.0,64.76
21.67,5.4,0.01,78.86,100.0,29700,17.0,27.79
38.77,0.0,0.03,85.62,100.0,41400,673.0,64.26
5.76,0.0,0.0,45.22,100.0,21600,549.0,2.92
5.87,0.0,0.0,48.78,100.0,9900,242.0,3.28
0.0,4.72,0.0,100.0,56.59,41400,283.0,3.24
5.72,0.0,0.0,72.03,100.0,15300,856.0,5.94
0.0,5.4,0.0,100.0,32.2,46800,737.0,6.98
23.29,0.0,0.05,91.34,100.0,69300,917.0,52.27
5.47,0.0,0.0,47.96,100.0,18900,933.0,2.99
5.11,0.0,0.0,62.985,100.0,6300,595.0,2.77
4.68,0.0,0.0,50.93,100.0,10800,517.0,2.77
0.0,5.4,0.0,100.0,26.33,44100,619.0,3.31
4.75,0.0,0.0,53.65,100.0,8100,118.0,3.02
5.08,0.0,0.0,68.83,100.0,26100,397.0,4.82
3.67,0.04,0.0,75.91,100.0,8100,366.0,4.28
5.47,0.0,0.0,47.96,100.0,3600,831.0,2.99
0.0,5.4,0.0,100.0,27.36,64800,986.0,4.68
6.23,0.0,0.0,49.61,100.0,81000,684.0,3.56
38.59,0.0,0.03,87.57,100.0,39600,677.0,69.98
2.27,0.18,0.0015460179392092,82.78,99.86,21600,664.0,3.35
1.48,5.4,0.01,99.89,97.75,63900,253.0,31.86
40.39,0.0,0.05,94.81,100.0,50400,570.0,120.49
7.45,0.0,0.0,43.12,100.0,27900,794.0,3.56
0.0,5.4,0.0,100.0,19.36,75600,913.0,4.64
5.58,0.0,0.0,43.56,100.0,82800,212.0,2.7
15.19,0.04,0.04,98.72,100.0,75600,956.0,37.89
2.3,0.04,0.0,76.94,99.99,3600,623.0,2.77
33.55,0.0,0.02,81.42,100.0,43200,291.0,61.505
5.83,0.0,0.0,61.1,100.0,30600,690.0,4.5
0.0,5.4,0.0,100.0,38.23,66600,100.0,3.38
28.3,0.0,0.05,91.23,100.0,36900,384.0,63.04
5.0,0.0,0.0,65.03,100.0,27900,786.0,4.28
5.0,0.0,0.0,68.02,100.0,8100,576.0,4.64
53.14,0.0,0.03,75.22,100.0,31500,319.0,60.66
46.8,0.0,0.05,92.32,100.0,58500,479.0,112.43
46.01,0.0,0.04,89.35,100.0,40500,196.0,91.55
30.24,0.0,0.03,88.65,100.0,38700,800.0,57.92
4.5,0.0,0.0,55.34,100.0,24300,938.0,2.99
2.77,0.0,0.0,47.33,100.0,12600,163.0,2.88
49.03,0.0,0.05,92.92,100.0,57600,280.0,123.3
29.09,0.0,0.04,94.49,100.0,68400,490.0,83.95
6.59,0.0,0.0,48.35,100.0,3600,813.0,3.64
4.75,0.0,0.0,61.14,100.0,15300,160.0,3.67
29.88,0.0,0.0,85.86,100.0,82800,449.0,5.36
36.83,0.0,0.03,88.14,100.0,49500,39.0,68.72
31.43,0.0,0.03,87.02,100.0,49500,162.0,55.51
4.07,0.0,0.0,75.18,100.0,84600,304.0,4.64
5.0,0.0,0.0,59.17,100.0,27000,596.0,3.67
4.07,0.0,0.0,58.29,100.0,85500,536.0,2.92
17.78,0.0,0.0328955697632349,97.03,100.0,57600,75.0,71.28
1.22,5.4,0.0,96.77,28.63,80100,243.0,4.68
0.0,5.4,0.0,64.47,30.22,40500,375.0,2.59
14.0,0.0,0.02,85.38,100.0,67500,10.0,48.06
4.93,0.0,0.0,51.35,100.0,7200,117.0,2.95
4.43,0.0,0.0,71.8,100.0,14400,171.0,4.57
3.67,0.0,0.0,60.79,100.0,8100,293.0,2.81
45.79,0.0,0.03,85.33,100.0,35100,620.0,74.92
24.91,0.0,0.03,92.29,100.0,38700,549.0,59.72
7.7,0.0,0.0,44.07,100.0,12600,153.0,3.78
30.74,0.0,0.03,91.26,100.0,63000,417.0,68.62
0.0,5.4,0.0,100.0,19.83,62100,834.0,2.95
2.48,5.4,0.0,94.97,48.06,80100,349.0,7.52
3.78,0.0,0.0,62.92,100.0,18000,31.0,3.06
14.62,0.04,0.02,91.47,100.0,31500,883.0,33.08
33.08,0.0,0.03,88.52,100.0,63900,273.0,62.93
6.16,0.0,0.0,44.49,100.0,13500,915.0,3.06
4.32,0.0,0.0,58.67,100.0,19800,253.0,3.13
37.15,0.0,0.03,84.25,100.0,56700,73.0,58.1
43.06,0.0,0.03,81.82,100.0,68400,66.0,61.27
4.18,0.0,0.0,52.67,100.0,2700,921.0,2.59
44.57,0.0,0.05,91.45,100.0,73800,506.0,100.73
4.75,0.0,0.0,49.88,100.0,15300,205.0,2.63
36.94,0.0,0.04,91.91,100.0,67500,640.0,86.18
5.44,0.0,0.0,54.43,100.0,82800,86.0,3.53
0.0,5.4,0.0,100.0,18.5,79200,564.0,5.04
4.82,0.0,0.0,50.36,100.0,14400,838.0,2.81
35.35,0.0,0.03,87.27,100.0,38700,868.0,63.18
0.0,5.4,0.0,100.0,22.73,45000,691.0,3.42
47.59,0.0,0.03,84.36,100.0,70200,551.0,74.77
3.28,0.0,0.0,67.73,100.0,1800,242.0,3.02
1.51,5.4,0.0,94.3,39.31,80100,73.0,4.28
8.06,0.0,0.02,97.89,100.0,58500,455.0,38.59
47.88,0.0,0.04,88.66,100.0,37800,17.0,91.8
51.34,0.0,0.05,92.32,100.0,36900,806.0,123.3
3.53,0.0,0.0,72.72,100.0,27000,918.0,3.74
2.12,5.4,0.0,84.21,35.52,80100,592.0,3.31
30.64,0.0,0.05,89.51,100.0,37800,493.0,61.52
5.83,0.0,0.0,49.03,100.0,12600,653.0,3.28
0.0,5.4,0.0,100.0,23.24,40500,183.0,2.7
22.28,5.4,0.02,89.78,98.73,47700,283.0,45.43
1.84,0.36,0.0,83.3,99.17,7200,967.0,2.77
22.14,0.0,0.02,89.12,100.0,39600,947.0,43.49
4.43,0.0,0.0,51.05,100.0,29700,588.0,2.63
26.06,0.0,0.02,87.35,100.0,36000,755.0,46.76
10.33,0.5,0.04,99.11,100.0,53100,964.0,76.9
5.8,0.0,0.0,44.47,100.0,14400,199.0,2.88
4.93,0.0,0.0,48.03,100.0,0,692.0,2.7
29.77,0.0,0.02,83.46,100.0,31500,367.0,45.11
5.54,0.0,0.0,64.53,100.0,24300,887.0,4.68
5.11,0.0,0.0,47.66,100.0,9900,373.0,2.77
32.98,0.0,0.03,91.1,100.0,61200,816.0,72.86
4.57,0.0,0.0,62.11,100.0,3600,909.0,3.42
34.2,0.0,0.05,95.32,100.0,72900,855.0,107.78
4.03,0.0,0.0,63.92,100.0,4500,349.0,3.35
5.4,0.11,0.0,45.25,99.92,80100,80.0,3.13
54.885,0.0,0.05,86.74,100.0,37800,770.0,105.88
5.33,0.0,0.0014444884029029,50.64,100.0,12600,753.0,3.13
20.41,0.0,0.03,93.99,100.0,36900,744.0,56.2
3.74,0.0,0.0,72.7,100.0,1800,812.0,3.96
2.41,0.04,0.0,79.88,99.99,20700,484.0,3.2
3.74,0.0,0.0,61.01,100.0,13500,74.0,2.88
0.0,5.4,0.0,100.0,18.23,68400,508.0,3.53
4.39,0.0,0.0,87.36,100.0,28800,872.0,7.88
4.54,0.0,0.0,71.48,100.0,17100,935.0,4.64
3.82,0.0,0.0,62.02,100.0,82800,236.0,3.02
