date,week_status,day_status_num,day_of_week,load_type,usage_kwh,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,day_of_week_raw,week_status_raw,load_type_raw,mixed_type_col_num,mixed_type_col_label
2018-02-17 05:00:00,Weekend,1,Saturday,Light_Load,3.2,4.03,0.0,0.0,62.18,100.0,18000,289,Saturday,Weekend,Light_Load,289.0,
2018-02-17 05:15:00,Weekend,1,Saturday,Light_Load,3.2,4.0,0.0,0.0,62.47,100.0,18900,304,Saturday,Weekend,Light_Load,304.0,
2018-02-17 05:30:00,Weekend,1,Saturday,Light_Load,3.17,3.85,0.0,0.0,63.56,100.0,19800,138,Saturday,Weekend,Light_Load,138.0,
2018-02-17 05:45:00,Weekend,1,Saturday,Light_Load,3.17,3.85,0.0,0.0,63.56,100.0,20700,566,Saturday,Weekend,Light_Load,566.0,
2018-02-17 06:00:00,Weekend,1,Saturday,Light_Load,3.13,3.82,0.0,0.0,71.42500000000001,100.0,21600,597, sATURDAY ,Weekend,Light_Load,597.0,
2018-02-17 06:45:00,Weekend,1,Saturday,Light_Load,3.35,4.1,0.0,0.0,63.27,100.0,24300,bad,Saturday,Weekend,Light_Load,,bad
2018-02-17 07:00:00,Weekend,1,Saturday,Light_Load,3.85,5.36,0.0,0.0,58.34,100.0,25200,109,Saturday,Weekend,Light_Load,109.0,
2018-02-17 07:30:00,Weekend,1,Saturday,Light_Load,3.85,5.29,0.0,0.0,58.84,100.0,27000,,Saturday, wEEKEND ,Light_Load,,
2018-02-17 07:45:00,Weekend,1,Saturday,Light_Load,3.17,3.82,0.0,0.0,63.86,100.0,27900,310,Saturday,Weekend,Light_Load,310.0,
2018-02-17 08:00:00,Weekend,1,Saturday,Light_Load,3.13,3.89,0.0,0.0,62.69,100.0,28800,802,Saturday,Weekend,Light_Load,802.0,
2018-02-17 08:15:00,Weekend,1,Saturday,Light_Load,3.13,4.03,0.0,0.0,61.34,100.0,29700,607,Saturday,Weekend,Light_Load,607.0,
2018-02-17 08:30:00,Weekend,1,Saturday,Light_Load,3.17,4.46,0.0,0.0,57.93,100.0,30600,8,Saturday,Weekend,Light_Load,8.0,
2018-02-17 08:45:00,Weekend,1,Saturday,Light_Load,3.2,4.68,0.14,0.0,56.44,99.9,31500,,Saturday,Weekend,Light_Load,,
2018-02-17 09:00:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,26.48,32400,626,Saturday,Weekend,,626.0,
2018-02-17 09:15:00,Weekend,1,Saturday,Light_Load,4.03,0.0,5.4,0.0,100.0,17.15,33300,bad,Saturday,,Light_Load,,bad
2018-02-17 09:45:00,Weekend,1,Saturday,Light_Load,3.53,0.0,5.4,0.05,100.0,20.8,35100,384,Saturday,Weekend,Light_Load,384.0,
2018-02-17 10:00:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.54,36000,unknown,Saturday,Weekend,Light_Load,,unknown
2018-02-17 10:15:00,Weekend,1,Saturday,Light_Load,125.19,0.0,5.4,0.0,100.0,20.93,36900,37,Saturday,Weekend,Light_Load,37.0,
2018-02-17 10:45:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.49,38700,898,Saturday,Weekend,Light_Load,898.0,
2018-02-17 11:00:00,Weekend,1,Saturday,Light_Load,3.74,0.0,5.4,0.0,100.0,19.37,39600,257,Saturday,Weekend,Light_Load,257.0,
2018-02-17 11:15:00,Weekend,1,Saturday,Light_Load,4.07,0.0,5.4,0.0,71.42500000000001,46.03,40500,926,Saturday,Weekend,Light_Load,926.0,
2018-02-17 11:30:00,Weekend,1,Saturday,Light_Load,3.31,0.0,4.46,0.0,71.42500000000001,59.6,41400,881,Saturday,Weekend,Light_Load,881.0,
2018-02-17 11:45:00,Weekend,1,Saturday,Light_Load,3.96,0.0,5.4,0.0,100.0,51.91,42300,512,Saturday, wEEKEND ,Light_Load,512.0,
2018-02-17 12:00:00,Weekend,1,Saturday,Light_Load,3.82,0.0,5.4,0.0,100.0,54.35,43200,414,Saturday,Weekend,Light_Load,414.0,
2018-02-17 12:15:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,26.34,44100,bad,,Weekend,Light_Load,,bad
2018-02-17 12:30:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.75,45000,839,Saturday,Weekend,Light_Load,839.0,
2018-02-17 12:45:00,Weekend,1,Saturday,Light_Load,3.53,54.885,5.4,0.0,100.0,20.98,45900,unknown,Saturday,Weekend,Light_Load,,unknown
2018-02-17 13:00:00,Weekend,1,Saturday,Light_Load,3.56,0.0,5.4,0.0,100.0,21.24,46800,418,Saturday,Weekend,Light_Load,418.0,
2018-02-17 13:30:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.54,48600,853,Saturday,Weekend,Light_Load,853.0,
2018-02-17 13:45:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,100.0,49500,923,Saturday,Weekend,Light_Load,923.0,
2018-02-17 14:00:00,Weekend,1,Saturday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.04,50400,bad, sATURDAY ,Weekend,Light_Load,,bad
2018-02-17 14:15:00,Weekend,1,Saturday,Light_Load,4.57,0.0,5.4,0.0,100.0,17.92,51300,71,Saturday,Weekend,Light_Load,71.0,
2018-02-17 14:45:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.79,53100,552,Saturday,Weekend,Light_Load,552.0,
2018-02-17 15:00:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.79,54000,66,Saturday,Weekend,Light_Load,66.0,
2018-02-17 15:15:00,Weekend,1,Saturday,Light_Load,3.53,0.0,5.4,0.0,100.0,21.07,54900,19,Saturday,Weekend,Light_Load,19.0,
2018-02-17 15:30:00,Weekend,1,Saturday,Light_Load,3.53,0.0,5.4,0.0,100.0,100.0,55800,691,Saturday,Weekend,Light_Load,691.0,
2018-02-17 15:45:00,Weekend,1,Saturday,Light_Load,3.6,0.0,5.4,0.0,100.0,21.52,56700,148,Saturday,Weekend,Light_Load,148.0,
2018-02-17 16:00:00,Weekend,1,Saturday,Light_Load,3.53,0.0,5.4,0.0,100.0,21.15,57600,714,Saturday,Weekend,Light_Load,714.0,
2018-02-17 16:15:00,Weekend,1,Saturday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.79,58500,644,Saturday,Weekend,Light_Load,644.0,
2018-02-17 16:30:00,Weekend,1,Saturday,Light_Load,3.64,0.0,5.4,0.0,100.0,20.36,59400,245,Saturday, wEEKEND ,Light_Load,245.0,
2018-02-17 16:45:00,Weekend,1,Saturday,Light_Load,4.21,0.0,5.4,0.0,100.0,16.55,60300,29,Saturday,Weekend,Light_Load,29.0,
2018-02-17 17:00:00,Weekend,1,Saturday,Light_Load,3.89,0.0,5.4,0.0,100.0,18.53,61200,937,Saturday,Weekend,Light_Load,937.0,
2018-02-17 17:15:00,Weekend,1,Saturday,Light_Load,3.92,0.0,5.4,0.0,100.0,100.0,62100,906,Saturday,Weekend,Light_Load,906.0,
2018-02-17 17:30:00,Weekend,1,Saturday,Light_Load,4.18,54.885,5.4,0.0,100.0,17.38,63000,428,Saturday,Weekend,,428.0,
2018-02-17 17:45:00,Weekend,1,Saturday,Light_Load,3.46,0.0,5.4,0.0,100.0,20.37,63900,780,Saturday,Weekend,Light_Load,780.0,
2018-02-17 18:00:00,Weekend,1,Saturday,Light_Load,3.46,0.0,5.4,0.0,100.0,20.29,64800,761,Saturday,Weekend,Light_Load,761.0,
2018-02-17 18:15:00,Weekend,1,Saturday,Light_Load,3.31,0.0,5.4,0.0,100.0,49.57,65700,769,Saturday,Weekend, lIGHT_lOAD ,769.0,
2018-02-17 18:30:00,Weekend,1,Saturday,Light_Load,3.35,0.0,5.4,0.0,71.42500000000001,54.83,66600,489,Saturday,Weekend,Light_Load,489.0,
2018-02-17 18:45:00,Weekend,1,Saturday,Light_Load,3.42,0.0,5.4,0.0,100.0,23.05,67500,172,Saturday,Weekend,Light_Load,172.0,
2018-02-17 19:00:00,Weekend,1,Saturday,Light_Load,3.85,0.0,5.4,0.0,100.0,17.55,68400,,Saturday,Weekend,Light_Load,,
2018-02-17 19:15:00,Weekend,1,Saturday,Light_Load,4.14,0.0,5.4,0.0,100.0,16.06,69300,592,Saturday,Weekend, lIGHT_lOAD ,592.0,
2018-02-17 19:30:00,Weekend,1,Saturday,Light_Load,3.38,0.0,5.4,0.0,100.0,19.12,70200,,Saturday,Weekend,Light_Load,,
2018-02-17 20:00:00,Weekend,1,Saturday,Light_Load,3.35,0.0,5.4,0.0,100.0,18.96,72000,300,Saturday,Weekend,Light_Load,300.0,
2018-02-17 20:15:00,Weekend,1,Saturday,Light_Load,3.38,0.0,5.4,0.0,71.42500000000001,19.01,72900,95,Saturday,Weekend,Light_Load,95.0,
2018-02-17 20:30:00,Weekend,1,Saturday,Light_Load,3.92,0.0,5.4,0.0,100.0,17.06,73800,630,Saturday,Weekend,Light_Load,630.0,
2018-02-17 20:45:00,Weekend,1,Saturday,Light_Load,4.21,4.18,5.4,0.0,100.0,16.41,74700,, sATURDAY ,Weekend,Light_Load,,
2018-02-17 21:00:00,Weekend,1,Saturday,Light_Load,3.38,0.0,5.4,0.0,100.0,19.08,75600,350,Saturday,Weekend,Light_Load,350.0,
2018-02-17 21:15:00,Weekend,1,Saturday,Light_Load,3.6,0.0,5.4,0.0,100.0,18.5,76500,unknown,Saturday,Weekend,Light_Load,,unknown
2018-02-17 21:30:00,Weekend,1,Saturday,Light_Load,4.25,0.0,5.4,0.0,100.0,16.01,77400,835,Saturday,Weekend,Light_Load,835.0,
2018-02-17 21:45:00,Weekend,1,Saturday,Light_Load,3.67,0.0,5.4,0.0,100.0,18.01,78300,735,Saturday,Weekend,Light_Load,735.0,
2018-02-17 22:00:00,Weekend,1,Saturday,Light_Load,3.38,0.0,5.4,0.0,100.0,19.15,79200,, sATURDAY ,Weekend,Light_Load,,
2018-02-17 22:15:00,Weekend,1,Saturday,Light_Load,3.31,1.3,5.4,0.0,93.08,31.09,80100,316,Saturday,Weekend,Light_Load,316.0,
2018-02-17 22:30:00,Weekend,1,Saturday,Light_Load,3.1,3.56,0.0,0.0,65.67,100.0,81000,372,Saturday,Weekend,Light_Load,372.0,
2018-02-17 22:45:00,Weekend,1,Saturday,Light_Load,3.1,3.53,0.0,0.0,65.99,100.0,81900,,Saturday,Weekend,Light_Load,,
2018-02-17 23:00:00,Weekend,1,Saturday,Light_Load,3.1,3.42,0.0,0.0,67.16,100.0,82800,97,Saturday,Weekend,Light_Load,97.0,
2018-02-17 23:30:00,Weekend,1,Saturday,Light_Load,3.06,3.1,0.0,0.0,70.25,100.0,84600,667,Saturday,Weekend,Light_Load,667.0,
2018-02-17 23:45:00,Weekend,1,Saturday,Light_Load,3.78,4.39,0.0,0.0,65.25,100.0,85500,319,,Weekend,Light_Load,319.0,
2018-02-18 00:00:00,Weekend,1,Sunday,Light_Load,3.53,5.4,0.0,0.0,79.715,100.0,0,451,Sunday,Weekend,Light_Load,451.0,
2018-02-18 00:15:00,Weekend,1,Sunday,Light_Load,3.6,4.21,0.0,0.0,64.99,100.0,900,253,Sunday,Weekend,Light_Load,253.0,
2018-02-18 00:30:00,Weekend,1,Sunday,Light_Load,3.1,3.35,0.0,0.0,67.92,100.0,1800,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 00:45:00,Weekend,1,Sunday,Light_Load,3.13,3.56,0.0,0.0,66.03,100.0,2700,566,Sunday,Weekend,Light_Load,566.0,
2018-02-18 01:00:00,Weekend,1,Sunday,Light_Load,3.13,3.64,0.0,0.0,65.67,100.0,3600,361,Sunday, wEEKEND ,Light_Load,361.0,
2018-02-18 01:15:00,Weekend,1,Sunday,Light_Load,3.1,3.71,0.0,0.0,64.12,100.0,4500,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 01:30:00,Weekend,1,Sunday,Light_Load,3.13,3.71,0.0,0.0,64.48,100.0,5400,63, sUNDAY ,Weekend,Light_Load,63.0,
2018-02-18 02:00:00,Weekend,1,Sunday,Light_Load,3.42,4.36,0.0,0.0,61.72,100.0,7200,650,Sunday,Weekend,Light_Load,650.0,
2018-02-18 02:15:00,Weekend,1,Sunday,Light_Load,3.92,5.47,0.0,0.0,58.25,99.99,8100,559,Sunday,Weekend,Light_Load,559.0,
2018-02-18 02:30:00,Weekend,1,Sunday,Light_Load,3.17,4.03,0.0,0.0,61.83,100.0,9000,291,Sunday, wEEKEND ,Light_Load,291.0,
2018-02-18 02:45:00,Weekend,1,Sunday,Light_Load,3.2,3.96,0.0,0.0,62.85,100.0,9900,159,Sunday,Weekend,Light_Load,159.0,
2018-02-18 03:15:00,Weekend,1,Sunday,Light_Load,3.28,4.1,0.0,0.0,62.47,100.0,11700,,Sunday,Weekend,Light_Load,,
2018-02-18 03:30:00,Weekend,1,Sunday,Light_Load,3.2,3.89,0.0,0.0,63.53,100.0,12600,,Sunday,Weekend,Light_Load,,
2018-02-18 03:45:00,Weekend,1,Sunday,Light_Load,3.13,3.85,0.0,0.0,63.08,100.0,13500,485,Sunday,Weekend,Light_Load,485.0,
2018-02-18 04:00:00,Weekend,1,Sunday,Light_Load,3.13,2.77,0.0,0.0,63.38,100.0,14400,944,Sunday,Weekend,Light_Load,944.0,
2018-02-18 04:15:00,Weekend,1,Sunday,Light_Load,3.56,4.75,0.0,0.0,59.97,100.0,15300,521,Sunday, wEEKEND ,Light_Load,521.0,
2018-02-18 04:30:00,Weekend,1,Sunday,Light_Load,3.89,5.47,0.04,0.0,57.95,100.0,16200,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 04:45:00,Weekend,1,Sunday,Light_Load,3.17,3.78,0.0,0.0,64.26,100.0,17100,156,Sunday,Weekend,Light_Load,156.0,
2018-02-18 05:00:00,Weekend,1,Sunday,Light_Load,3.13,3.56,0.0,0.0,66.03,100.0,18000,164,Sunday,Weekend,Light_Load,164.0,
2018-02-18 05:15:00,Weekend,1,Sunday,Light_Load,3.1,3.49,0.0,0.0,66.41,100.0,18900,160,Sunday,Weekend,Light_Load,160.0,
2018-02-18 05:30:00,Weekend,1,Sunday,Light_Load,3.1,3.38,0.0,0.0,79.715,100.0,19800,780,Sunday,Weekend,Light_Load,780.0,
2018-02-18 05:45:00,Weekend,1,Sunday,Light_Load,3.64,4.39,0.0,0.0,63.83,100.0,20700,,Sunday,Weekend,Light_Load,,
2018-02-18 06:15:00,Weekend,1,Sunday,Light_Load,3.06,3.42,0.0,0.0,66.68,100.0,22500,341,Sunday,Weekend,Light_Load,341.0,
2018-02-18 06:30:00,Weekend,1,Sunday,Light_Load,3.28,3.78,0.0,0.0,65.54,100.0,23400,847,Sunday,Weekend, lIGHT_lOAD ,847.0,
2018-02-18 06:45:00,Weekend,1,Sunday,Light_Load,3.82,4.82,0.0,0.0,62.11,100.0,24300,311,Sunday,Weekend,Light_Load,311.0,
2018-02-18 07:15:00,Weekend,1,Sunday,Light_Load,3.13,3.49,0.0,0.0,66.77,100.0,26100,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 07:45:00,Weekend,1,Sunday,Light_Load,3.1,3.71,0.0,0.0,64.12,100.0,27900,827,Sunday,Weekend,Light_Load,827.0,
2018-02-18 08:00:00,Weekend,1,Sunday,Light_Load,3.06,3.82,0.0,0.0,62.52,100.0,28800,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 08:15:00,Weekend,1,Sunday,Light_Load,3.13,4.07,0.0,0.0,60.96,100.0,29700,916,Sunday,Weekend, lIGHT_lOAD ,916.0,
2018-02-18 08:30:00,Weekend,1,Sunday,Light_Load,3.2,4.32,0.0,0.0,59.52,100.0,30600,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 08:45:00,Weekend,1,Sunday,Light_Load,3.74,5.65,0.32,0.0,55.2,99.64,31500,,Sunday,Weekend,Light_Load,,
2018-02-18 09:00:00,Weekend,1,Sunday,Light_Load,4.46,0.0,5.4,0.0,100.0,22.09,32400,506,Sunday,Weekend,Light_Load,506.0,
2018-02-18 09:15:00,Weekend,1,Sunday,Light_Load,4.03,0.0,5.4,0.0,100.0,17.0,33300,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 09:30:00,Weekend,1,Sunday,Light_Load,3.46,0.0,5.4,0.0,100.0,20.03,34200,393,Sunday,Weekend,Light_Load,393.0,
2018-02-18 09:45:00,Weekend,1,Sunday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.12,35100,481,Sunday,Weekend,Light_Load,481.0,
2018-02-18 10:00:00,Weekend,1,Sunday,Light_Load,125.19,0.0,5.4,0.0,100.0,20.47,36000,242,Sunday,Weekend,Light_Load,242.0,
2018-02-18 10:15:00,Weekend,1,Sunday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.2,36900,,Sunday,Weekend,Light_Load,,
2018-02-18 10:30:00,Weekend,1,Sunday,Light_Load,3.42,0.0,5.4,0.0,100.0,19.66,37800,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 10:45:00,Weekend,1,Sunday,Light_Load,3.42,0.0,5.4,0.0,100.0,19.69,38700,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 11:00:00,Weekend,1,Sunday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.16,39600,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 11:15:00,Weekend,1,Sunday,Light_Load,3.28,0.0,5.4,0.0,100.0,51.63,40500,809,Sunday,Weekend,Light_Load,809.0,
2018-02-18 11:30:00,Weekend,1,Sunday,Light_Load,3.78,0.0,5.4,0.0,100.0,48.75,41400,24,Sunday,Weekend,Light_Load,24.0,
2018-02-18 11:45:00,Weekend,1,Sunday,Light_Load,3.85,0.0,5.4,0.0,100.0,48.46,42300,771,Sunday,Weekend,Light_Load,771.0,
2018-02-18 12:15:00,Weekend,1,Sunday,Light_Load,3.85,0.0,5.4,0.0,100.0,22.27,44100,unknown,Sunday,Weekend, lIGHT_lOAD ,,unknown
2018-02-18 12:30:00,Weekend,1,Sunday,Light_Load,4.18,0.0,5.4,0.0,100.0,17.69,45000,643,Sunday, wEEKEND ,Light_Load,643.0,
2018-02-18 12:45:00,Weekend,1,Sunday,Light_Load,125.19,0.0,5.4,0.0,100.0,20.4,45900,215,Sunday,Weekend,Light_Load,215.0,
2018-02-18 13:00:00,Weekend,1,Sunday,Light_Load,3.49,0.0,5.4,0.0,100.0,20.54,46800,,Sunday,Weekend,Light_Load,,
2018-02-18 13:15:00,Weekend,1,Sunday,Light_Load,3.42,0.0,5.4,0.0,100.0,20.06,47700,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 13:30:00,Weekend,1,Sunday,Light_Load,3.42,0.0,5.4,0.0,100.0,19.81,48600,37,Sunday,Weekend,Light_Load,37.0,
2018-02-18 13:45:00,Weekend,1,Sunday,Light_Load,3.46,0.0,5.4,0.0,100.0,20.03,49500,488,Sunday,Weekend,Light_Load,488.0,
2018-02-18 14:15:00,Weekend,1,Sunday,Light_Load,4.21,0.0,5.4,0.0,100.0,16.14,51300,923,Sunday,Weekend,Light_Load,923.0,
2018-02-18 14:30:00,Weekend,1,Sunday,Light_Load,3.49,0.0,5.4,0.0,100.0,19.53,52200,,Sunday,Weekend,Light_Load,,
2018-02-18 15:00:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,20.68,54000,606,Sunday,Weekend,Light_Load,606.0,
2018-02-18 15:15:00,Weekend,1,Sunday,Light_Load,3.46,0.0,5.4,0.0,100.0,20.29,54900,141,Sunday,Weekend,Light_Load,141.0,
2018-02-18 15:30:00,Weekend,1,Sunday,Light_Load,3.38,0.0,0.04,0.0,100.0,19.67,55800,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 15:45:00,Weekend,1,Sunday,Light_Load,4.28,0.0,5.4,0.0,100.0,17.01,56700,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 16:00:00,Weekend,1,Sunday,Light_Load,3.92,0.0,5.4,0.0,100.0,18.27,57600,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 16:15:00,Weekend,1,Sunday,Light_Load,3.64,0.0,5.4,0.0,100.0,22.01,58500,484,Sunday,Weekend,Light_Load,484.0,
2018-02-18 16:30:00,Weekend,1,Sunday,Light_Load,3.6,0.0,5.4,0.0,100.0,21.74,59400,116,Sunday,,Light_Load,116.0,
2018-02-18 16:45:00,Weekend,1,Sunday,Light_Load,4.28,0.0,5.4,0.0,100.0,17.15,60300,340,Sunday,Weekend,Light_Load,340.0,
2018-02-18 17:00:00,Weekend,1,Sunday,Light_Load,3.85,0.0,5.4,0.0,100.0,19.22,61200,528,Sunday,Weekend,Light_Load,528.0,
2018-02-18 17:15:00,Weekend,1,Sunday,Light_Load,3.56,0.0,5.4,0.0,100.0,21.51,62100,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 17:30:00,Weekend,1,Sunday,Light_Load,3.6,0.0,5.4,0.0,100.0,21.78,63000,677,Sunday,Weekend,Light_Load,677.0,
2018-02-18 17:45:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,21.24,63900,96,Sunday,Weekend,,96.0,
2018-02-18 18:00:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,21.24,64800,654,Sunday,,Light_Load,654.0,
2018-02-18 18:15:00,Weekend,1,Sunday,Light_Load,3.42,0.0,0.04,0.0,100.0,55.1,65700,767,Sunday,Weekend,Light_Load,767.0,
2018-02-18 18:30:00,Weekend,1,Sunday,Light_Load,3.38,0.0,4.28,0.0,100.0,61.98,66600,542,Sunday,Weekend,Light_Load,542.0,
2018-02-18 19:00:00,Weekend,1,Sunday,Light_Load,3.71,0.0,5.4,0.0,100.0,19.88,68400,736, sUNDAY ,Weekend,Light_Load,736.0,
2018-02-18 19:15:00,Weekend,1,Sunday,Light_Load,4.28,0.0,5.4,0.0,100.0,16.67,69300,142,Sunday,Weekend,Light_Load,142.0,
2018-02-18 19:30:00,Weekend,1,Sunday,Light_Load,4.32,0.0,5.4,0.0019936708947415134,100.0,16.99,70200,unknown,Sunday,Weekend,Light_Load,,unknown
2018-02-18 19:45:00,Weekend,1,Sunday,Light_Load,3.85,0.0,5.4,0.0,100.0,18.66,71100,713,Sunday, wEEKEND , lIGHT_lOAD ,713.0,
2018-02-18 20:00:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,20.63,72000,,Sunday,,Light_Load,,
2018-02-18 20:30:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,20.72,73800,514,Sunday,Weekend,Light_Load,514.0,
2018-02-18 20:45:00,Weekend,1,Sunday,Light_Load,3.53,0.0,5.4,0.0,100.0,20.85,74700,403,Sunday,Weekend,Light_Load,403.0,
2018-02-18 21:00:00,Weekend,1,Sunday,Light_Load,3.56,0.0,5.4,0.0,100.0,20.97,75600,637,Sunday,Weekend,Light_Load,637.0,
2018-02-18 21:15:00,Weekend,1,Sunday,Light_Load,3.13,0.0,5.4,0.0,100.0,21.15,76500,bad,Sunday,Weekend,Light_Load,,bad
2018-02-18 21:45:00,Weekend,1,Sunday,Light_Load,4.32,0.0,5.4,0.0,100.0,17.06,78300,,Sunday,Weekend,Light_Load,,
2018-02-18 22:00:00,Weekend,1,Sunday,Light_Load,3.64,0.0,5.4,0.0,100.0,20.17,79200,234,Sunday,Weekend,Light_Load,234.0,
2018-02-18 22:15:00,Weekend,1,Sunday,Light_Load,3.6,2.16,5.4,0.0,85.75,35.31,80100,7,Sunday,Weekend,Light_Load,7.0,
2018-02-18 22:45:00,Weekend,1,Sunday,Light_Load,3.31,4.79,0.0,0.0,56.85,100.0,81900,,Sunday,Weekend,Light_Load,,
2018-02-18 23:00:00,Weekend,1,Sunday,Light_Load,3.24,4.64,0.0,0.0,57.25,100.0,82800,,Sunday,Weekend,Light_Load,,
2018-02-18 23:15:00,Weekend,1,Sunday,Light_Load,3.24,4.43,0.0,0.0,59.03,100.0,83700,126,Sunday,Weekend,Light_Load,126.0,
2018-02-18 23:30:00,Weekend,1,Sunday,Light_Load,3.17,4.39,0.0,0.0,58.54,100.0,84600,846,Sunday,Weekend,Light_Load,846.0,
2018-02-18 23:45:00,Weekend,1,Sunday,Light_Load,3.24,4.54,0.0,0.0,58.09,100.0,85500,768,Sunday,Weekend,Light_Load,768.0,
2018-02-19 00:00:00,Weekday,0,Monday,Light_Load,103.1,47.88,0.0,0.05,90.7,100.0,0,,Monday,,Light_Load,,
2018-02-19 00:15:00,Weekday,0,Monday,Light_Load,3.96,6.44,0.0,0.0,52.38,100.0,900,unknown,Monday,Weekday,Light_Load,,unknown
2018-02-19 00:30:00,Weekday,0,Monday,Light_Load,3.35,5.0,0.0,0.0,55.66,100.0,1800,771,Monday,Weekday,Light_Load,771.0,
2018-02-19 00:45:00,Weekday,0,Monday,Light_Load,3.28,4.86,0.0,0.0,55.94,100.0,2700,148,Monday,Weekday,Light_Load,148.0,
2018-02-19 01:00:00,Weekday,0,Monday,Light_Load,3.28,5.0,0.0,0.0,54.85,100.0,3600,unknown,Monday,Weekday,Light_Load,,unknown
2018-02-19 01:15:00,Weekday,0,Monday,Light_Load,3.28,5.04,0.0,0.0,62.285,100.0,4500,628,Monday,Weekday,Light_Load,628.0,
2018-02-19 01:30:00,Weekday,0,Monday,Light_Load,3.38,5.15,0.0,0.0,54.87,100.0,5400,424,Monday,Weekday,Light_Load,424.0,
2018-02-19 01:45:00,Weekday,0,Monday,Light_Load,4.07,7.2,0.0,0.0,49.21,100.0,6300,bad,Monday,Weekday,Light_Load,,bad
2018-02-19 02:00:00,Weekday,0,Monday,Light_Load,3.38,5.11,0.0,0.0,55.17,100.0,7200,bad, mONDAY ,Weekday,Light_Load,,bad
2018-02-19 02:15:00,Weekday,0,Monday,Light_Load,3.24,4.93,0.0,0.0,54.92,100.0,8100,450,Monday,Weekday,Light_Load,450.0,
2018-02-19 02:30:00,Weekday,0,Monday,Light_Load,3.56,5.87,0.0,0.0,51.86,100.0,9000,738,Monday,Weekday,Light_Load,738.0,
2018-02-19 02:45:00,Weekday,0,Monday,Light_Load,4.0,7.13,0.0,0.0,48.93,100.0,9900,142,Monday,Weekday,Light_Load,142.0,
2018-02-19 03:00:00,Weekday,0,Monday,Light_Load,3.42,5.47,0.0,0.0,53.01,100.0,10800,355,Monday,Weekday,Light_Load,355.0,
2018-02-19 03:15:00,Weekday,0,Monday,Light_Load,3.28,4.86,0.0,0.0,55.94,100.0,11700,bad,Monday,Weekday,Light_Load,,bad
2018-02-19 03:30:00,Weekday,0,Monday,Light_Load,3.28,4.86,0.0,0.0,55.94,100.0,12600,473,Monday, wEEKDAY , lIGHT_lOAD ,473.0,
2018-02-19 03:45:00,Weekday,0,Monday,Light_Load,3.24,4.75,0.0,0.0,62.285,100.0,13500,226,Monday,Weekday,Light_Load,226.0,
2018-02-19 04:00:00,Weekday,0,Monday,Light_Load,3.31,4.79,0.0,0.0,56.85,100.0,14400,unknown,Monday,Weekday,Light_Load,,unknown
2018-02-19 04:15:00,Weekday,0,Monday,Light_Load,3.24,4.68,0.0,0.0,56.92,100.0,15300,49,Monday,Weekday,Light_Load,49.0,
2018-02-19 04:45:00,Weekday,0,Monday,Light_Load,3.6,5.47,0.0,0.0,54.98,100.0,17100,bad,Monday,Weekday,Light_Load,,bad
2018-02-19 05:00:00,Weekday,0,Monday,Light_Load,4.25,6.37,0.0,0.0,55.5,100.0,18000,661,Monday,Weekday,Light_Load,661.0,
